name,category,brend,type,power,test_down,test_up,length,sensi,rig,stroy,bonus_opit,bonus_snast,bonus_nav,bonus_zabros,stren,lvl,price_ser,price_gold,system_id,photo,source_url
Nordmaster 70-030,Морские,Nordmaster,Морское,Среднее,200,700,"2,1",5,8,Быстрый,,,,,95,26,9797,,boatr_10216_030,/uploads/rods/boatr_10216_030.png,https://potryasovgame.ru/page113840266.html
Coast Runner 70-050,Морские,Coast,Морское,Среднее,100,500,"2,1",3,7,Быстрый,,,,,"83,1",26,8699,,boatr_10215_050,/uploads/rods/boatr_10215_050.png,https://potryasovgame.ru/page113840266.html
Coast Runner 70-040,Морские,Coast,Морское,Лёгкое,60,350,"2,1",3,7,Быстрый,,,,,"78,3",26,8296,,boatr_10215_040,/uploads/rods/boatr_10215_040.png,https://potryasovgame.ru/page113840266.html
Coast Runner 70-025,Морские,Coast,Морское,Лёгкое,40,240,"2,1",3,6,Быстрый,,,,,76,26,7897,,boatr_10215_025,/uploads/rods/boatr_10215_025.png,https://potryasovgame.ru/page113840266.html
Dual Strike 70-040,Морские,Dual,Морское,Среднее,30,400,"2,1",2,7,Быстрый,,,,,62,25,6799,,boatr_10214_740,/uploads/rods/boatr_10214_740.png,https://potryasovgame.ru/page113840266.html
Dual Strike 60-040,Морские,Dual,Морское,Среднее,30,400,"1,85",2,7,Быстрый,,,,,"59,2",25,6299,,boatr_10214_640,/uploads/rods/boatr_10214_640.png,https://potryasovgame.ru/page113840266.html
Dual Strike 70-025,Морские,Dual,Морское,Лёгкое,30,300,"2,1",2,6,Быстрый,,,,,57,25,6199,,boatr_10214_725,/uploads/rods/boatr_10214_725.png,https://potryasovgame.ru/page113840266.html
Dual Strike 70-015,Морские,Dual,Морское,Лёгкое,30,200,"2,1",2,6,Быстрый,,,,,55,25,5897,,boatr_10214_715,/uploads/rods/boatr_10214_715.png,https://potryasovgame.ru/page113840266.html
Fjordmaster 70-050,Морские,Fjordmaster,Морское,Среднее,80,440,"2,1",2,8,Быстрый,,,,,48,24,4699,,boatr_10213_050,/uploads/rods/boatr_10213_050.png,https://potryasovgame.ru/page113840266.html
Fjordmaster 70-030,Морские,Fjordmaster,Морское,Лёгкое,60,320,"2,1",2,8,Быстрый,,,,,"46,1",24,4499,,boatr_10213_030,/uploads/rods/boatr_10213_030.png,https://potryasovgame.ru/page113840266.html
Fjordmaster 70-020,Морские,Fjordmaster,Морское,Лёгкое,50,240,"2,1",2,7,Быстрый,,,,,"43,6",24,4194,,boatr_10213_020,/uploads/rods/boatr_10213_020.png,https://potryasovgame.ru/page113840266.html
Fjordmaster 70-012,Морские,Fjordmaster,Морское,Лёгкое,30,160,"2,1",2,7,Быстрый,,,,,"40,2",24,3899,,boatr_10213_012,/uploads/rods/boatr_10213_012.png,https://potryasovgame.ru/page113840266.html
